Track name,Artist,Popularity,Release year,Genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Vultures,B.o.B,17,2016,"genre:""Hip-Hop""",0.658,0.721,9,-6.229,1,0.0951,0.036,0.0,0.0828,0.121,100.071
Low Rider,Big Rome,11,2020,"genre:""Hip-Hop""",0.811,0.662,1,-8.846,0,0.182,0.711,0.0,0.263,0.555,97.51
Mind Gamez (feat. B-Dawg & Icee),Big Tone,10,2018,"genre:""Hip-Hop""",0.826,0.801,4,-5.602,1,0.132,0.401,0.0,0.349,0.757,90.003
פרסים,Shay TRA Litman,17,2021,"genre:""Hip-Hop""",0.798,0.42,0,-11.651,1,0.346,0.107,0.0,0.112,0.704,125.922
Ken Je Dat,Jiggy Djé,28,2006,"genre:""Hip-Hop""",0.861,0.557,1,-7.812,1,0.254,0.065,7.22e-05,0.171,0.71,85.472
Flying Legend,CHXPO,6,2017,"genre:""Hip-Hop""",0.764,0.656,1,-7.333,1,0.239,0.066,0.0,0.0806,0.35,153.014
Giddem,Burna Boy,39,2018,"genre:""Hip-Hop""",0.785,0.777,7,-6.211,1,0.248,0.0697,0.0,0.155,0.396,96.88
Roaches,Maxo Kream,51,2018,"genre:""Hip-Hop""",0.795,0.583,6,-6.442,1,0.336,0.588,0.0,0.142,0.332,82.016
PURE (with Meron T),El Londo,19,2023,"genre:""Hip-Hop""",0.779,0.522,4,-7.785,0,0.0621,0.677,0.161,0.0948,0.541,104.981
Rayon de soleil,Saké,39,2020,"genre:""Hip-Hop""",0.544,0.717,2,-7.196,1,0.626,0.235,0.0,0.303,0.215,84.373
B.I.B.O.,Dardan,29,2021,"genre:""Hip-Hop""",0.827,0.699,4,-4.802,0,0.0415,0.285,0.00915,0.3,0.806,136.996
La Pena Va por Dentro,Little Pepe,30,2016,"genre:""Hip-Hop""",0.645,0.611,5,-5.527,0,0.138,0.261,2.87e-05,0.293,0.862,81.022
rubinowe wino,Kuban,59,2023,"genre:""Hip-Hop""",0.884,0.625,10,-7.875,0,0.238,0.207,0.0,0.0984,0.406,100.016
No pienso bajar,Kraneando Actividad,3,2017,"genre:""Hip-Hop""",0.718,0.661,2,-5.437,1,0.219,0.301,0.0,0.103,0.818,93.004
JOHN 3:30,NXTMIKE,29,2021,"genre:""Hip-Hop""",0.745,0.517,10,-10.033,0,0.202,0.53,0.00785,0.101,0.179,111.94
Shine,Buddy,19,2019,"genre:""Hip-Hop""",0.7,0.65,1,-6.917,1,0.128,0.000107,0.0,0.254,0.445,138.994
Just Incase,Dann Dib,9,2023,"genre:""Hip-Hop""",0.726,0.574,6,-6.691,1,0.192,0.817,3.59e-06,0.199,0.616,83.938
"Leah, Pt. 2",Toosii,23,2019,"genre:""Hip-Hop""",0.413,0.58,8,-8.563,0,0.286,0.137,0.0,0.222,0.358,75.944
"Morena, Vol. 2",ILUMINATIK BUFFON,23,2022,"genre:""Hip-Hop""",0.908,0.715,5,-8.935,0,0.245,0.143,0.00476,0.12,0.656,88.994
Wieść,Kasta,7,2011,"genre:""Hip-Hop""",0.789,0.651,1,-5.924,1,0.387,0.39,4.66e-06,0.152,0.843,93.064
Snow - Slowed + Reverb,Drup,8,2020,"genre:""Hip-Hop""",0.634,0.453,8,-11.514,1,0.218,0.192,0.00927,0.096,0.0547,131.52
El Orgullo Nos Mata,Homiecidio Bando,30,2012,"genre:""Hip-Hop""",0.838,0.68,5,-7.257,0,0.255,0.146,0.0,0.115,0.601,92.015
Jeep music,Bassi Maestro,13,2001,"genre:""Hip-Hop""",0.938,0.625,10,-6.72,1,0.397,0.309,0.0,0.17,0.75,98.018
CHOKE,VI The Law,1,2023,"genre:""Hip-Hop""",0.611,0.566,8,-10.558,1,0.404,0.305,2.54e-06,0.131,0.615,73.556
L'allumeur de mèche,Sefyu,4,2010,"genre:""Hip-Hop""",0.82,0.935,7,-3.445,0,0.275,0.344,0.0,0.49,0.709,79.993
Rockstar,Einár,57,2020,"genre:""Hip-Hop""",0.892,0.643,4,-6.931,0,0.157,0.0161,1.2e-06,0.118,0.243,102.008
"Kreyzii Night, Pt. 3",MaxyPresko,39,2022,"genre:""Hip-Hop""",0.879,0.69,8,-8.273,1,0.308,0.0608,0.0,0.369,0.634,120.076
loqkat e mija,Tingulli Trent,8,2011,"genre:""Hip-Hop""",0.773,0.532,1,-7.28,1,0.355,0.298,0.0,0.0447,0.965,191.997
NOWY DZIEŃ,Asster,51,2022,"genre:""Hip-Hop""",0.78,0.618,4,-9.135,1,0.29,0.234,0.0,0.166,0.643,140.118
People Everyday - Metamorphosis Mix,Arrested Development,7,2019,"genre:""Hip-Hop""",0.844,0.61,10,-10.675,1,0.216,0.00748,0.0,0.563,0.727,91.117
04 to juz nie 95 (gościnnie Pezet),Onar,2,2004,"genre:""Hip-Hop""",0.839,0.663,11,-2.44,0,0.183,0.165,0.0,0.09,0.703,97.491
PLACEBO,$OHO BANI,20,2022,"genre:""Hip-Hop""",0.78,0.745,9,-6.739,1,0.041,0.0555,0.0,0.0824,0.766,129.998
Swear to God,Guapdad 4000,1,2021,"genre:""Hip-Hop""",0.569,0.538,6,-8.759,0,0.277,0.0341,0.0,0.157,0.513,140.847
Intenzioni Serie,Tormento,1,2013,"genre:""Hip-Hop""",0.609,0.699,9,-5.326,0,0.118,0.299,0.00275,0.22,0.438,86.988
Lof mér að falla,Haukur H,13,2019,"genre:""Hip-Hop""",0.862,0.859,1,-5.019,1,0.221,0.0609,0.0,0.0811,0.836,95.0
Stoner - Wax Motif Remix,Young Thug,9,2014,"genre:""Hip-Hop""",0.817,0.538,6,-7.343,1,0.0498,0.00909,0.081,0.0976,0.586,125.981
Ouais,DTF,19,2016,"genre:""Hip-Hop""",0.743,0.784,8,-6.61,0,0.102,0.148,0.0,0.122,0.228,100.012
2 Tazas,Recycled J,1,2020,"genre:""Hip-Hop""",0.787,0.781,7,-4.814,1,0.244,0.266,0.0,0.168,0.785,177.994
Wet Jumper 2,24Lik,34,2023,"genre:""Hip-Hop""",0.686,0.59,6,-11.019,0,0.292,0.00179,0.0,0.11,0.384,85.086
Mace Windu,KXNG Crooked,7,2017,"genre:""Hip-Hop""",0.639,0.674,2,-9.804,1,0.948,0.128,0.0,0.0982,0.352,161.893
Your Eyes Are Bleeding,Princess Nokia,25,2018,"genre:""Hip-Hop""",0.735,0.617,0,-7.956,1,0.0435,0.416,0.0,0.11,0.492,132.945
When I Get To Heaven - Remix,Ice Cube,18,1994,"genre:""Hip-Hop""",0.634,0.7,1,-4.743,1,0.0703,0.115,7.34e-06,0.0684,0.69,171.587
Fury,Django,40,2020,"genre:""Hip-Hop""",0.916,0.527,1,-6.417,1,0.561,0.0983,0.0,0.0618,0.118,130.048
Chera Man,Zakhmi,6,2018,"genre:""Hip-Hop""",0.515,0.466,9,-8.07,1,0.188,0.498,0.0,0.171,0.333,82.96
Biashara - Biashara Remix,Stella Mwangi,14,2013,"genre:""Hip-Hop""",0.659,0.672,1,-9.325,1,0.357,0.0272,0.0,0.587,0.609,97.956
I Love but It Hurts,Dargen D'Amico,4,2008,"genre:""Hip-Hop""",0.819,0.632,9,-10.347,0,0.0829,0.0554,9.93e-06,0.038,0.248,120.017
En pleine tempête,Le Gouffre,17,2015,"genre:""Hip-Hop""",0.657,0.664,1,-7.963,1,0.376,0.139,0.0,0.33,0.749,86.704
Farewell to Shaman,Spectateur,21,2021,"genre:""Hip-Hop""",0.649,0.392,8,-11.243,0,0.0558,0.123,0.829,0.433,0.576,82.027
"Die Snordaksons, Teil 2",Fünf Sterne deluxe,0,2014,"genre:""Hip-Hop""",0.571,0.504,2,-14.533,1,0.456,0.743,0.00278,0.534,0.294,111.343
Come Around,The Foreign Exchange,30,2004,"genre:""Hip-Hop""",0.693,0.325,10,-5.831,1,0.124,0.874,0.00111,0.138,0.483,96.088
Kriget mellan hjärnan och hjärtat,Andrea Lundquist,9,2020,"genre:""Pop""",0.729,0.512,2,-6.994,1,0.0666,0.373,0.000187,0.158,0.431,135.932
Ou Pa Tousel,Pusso,6,2019,"genre:""Pop""",0.537,0.624,6,-3.216,0,0.343,0.337,0.0,0.0772,0.684,181.564
Dumb for You - Orchestral Version,The Symphonic Pops,0,2014,"genre:""Pop""",0.375,0.353,8,-9.73,0,0.0319,0.856,0.524,0.228,0.359,101.794
Tengo una Bandera,Serenata Guayanesa,0,2006,"genre:""Pop""",0.474,0.417,0,-10.029,0,0.0559,0.917,0.0,0.289,0.722,74.581
Der einzige Weg,Sido,32,2016,"genre:""Pop""",0.747,0.607,1,-8.202,1,0.161,0.169,0.0,0.259,0.453,83.993
O Ageranos Tis Parou,Giannis Parios,4,1992,"genre:""Pop""",0.708,0.397,6,-11.868,0,0.0476,0.671,0.0,0.255,0.961,127.212
Tô Disponível,Mano Walter,21,2019,"genre:""Pop""",0.534,0.939,1,-2.522,0,0.084,0.222,0.0,0.347,0.854,163.426
Kisimiileraangama,Piitannguaq Møller,15,2022,"genre:""Pop""",0.544,0.502,7,-7.188,1,0.0273,0.0916,0.00449,0.136,0.287,119.999
魚兒那裡來,鍾玲玲,0,2015,"genre:""Pop""",0.395,0.309,9,-11.261,0,0.0309,0.861,0.0,0.103,0.346,121.218
O vento noturno do verão,Nando Reis,17,1995,"genre:""Pop""",0.694,0.858,9,-4.973,1,0.0326,0.308,0.0,0.444,0.961,128.126
Nikad nije kasno,Igor Delac,4,2020,"genre:""Pop""",0.636,0.851,0,-4.967,1,0.0639,0.0659,0.0,0.309,0.374,98.968
Mobius Strip,Salami Rose Joe Louis,18,2017,"genre:""Pop""",0.253,0.415,6,-10.928,0,0.0441,0.971,0.462,0.323,0.0768,177.377
Mouthful of Blood,Juliana Hatfield,18,2021,"genre:""Pop""",0.461,0.62,11,-8.22,1,0.0316,0.241,0.43,0.141,0.479,159.874
Amores como el nuestro (Salsa),Jerry Rivera,59,2010,"genre:""Pop""",0.692,0.769,0,-7.002,1,0.0499,0.457,0.0992,0.0413,0.603,179.353
Frontiere chiuse,Alida Ferrarese,0,2008,"genre:""Pop""",0.593,0.6,11,-8.37,1,0.035,0.432,0.0,0.166,0.485,118.024
The Mayfly,Millencolin,34,2000,"genre:""Pop""",0.532,0.984,4,-3.012,1,0.0724,0.00413,0.0,0.468,0.723,142.314
Hoa Trinh Nữ,Phương Dung,6,2023,"genre:""Pop""",0.545,0.285,8,-10.302,1,0.0297,0.794,8.95e-06,0.128,0.429,81.577
Splinter,Man Overboard,14,2015,"genre:""Pop""",0.524,0.967,8,-3.738,1,0.0528,2.87e-05,0.0109,0.158,0.647,109.497
there are no same goodbyes,Min Kyunghoon,6,2010,"genre:""Pop""",0.378,0.635,0,-5.982,1,0.0452,0.495,0.0,0.0894,0.2,69.319
Leszállt A Csendes Éj,Koós János,3,2007,"genre:""Pop""",0.253,0.379,0,-10.161,1,0.0471,0.873,0.00119,0.133,0.216,80.163
Halaren,Dani M,8,2014,"genre:""Pop""",0.698,0.311,1,-14.336,1,0.836,0.636,0.0,0.703,0.794,56.078
Vel bekomme,KØBER,16,2023,"genre:""Pop""",0.478,0.757,7,-9.223,0,0.402,0.482,0.0031,0.366,0.432,73.798
What A God You Are,Andrea Olson,24,2022,"genre:""Pop""",0.502,0.642,3,-6.937,1,0.031,0.0517,4.34e-05,0.317,0.222,144.072
Como El Halcón,José Velez,4,1991,"genre:""Pop""",0.438,0.444,8,-12.501,0,0.045,0.803,0.0,0.18,0.212,103.668
Vlla e Moter,Merita Latifi,23,2022,"genre:""Pop""",0.456,0.769,7,-4.956,0,0.0637,0.199,1.28e-05,0.369,0.868,150.009
Bróðir,Úlfur Úlfur,25,2017,"genre:""Pop""",0.717,0.77,2,-3.42,0,0.32,0.101,0.0,0.086,0.492,88.965
내곁에 와요,Yang Hee Eun,1,1990,"genre:""Pop""",0.683,0.199,0,-18.094,1,0.0399,0.745,0.0098,0.408,0.75,122.486
Газ в пол,GSPD,20,2019,"genre:""Pop""",0.856,0.951,11,-5.46,0,0.201,0.222,0.0,0.701,0.7,135.091
Девчонки танцуют на палубе,Maya Kristalinskaya,1,2017,"genre:""Pop""",0.629,0.313,7,-10.17,1,0.0468,0.944,0.0,0.173,0.764,81.824
Hoffnung,Die Fantastischen Vier,0,1999,"genre:""Pop""",0.76,0.532,2,-7.681,1,0.134,0.0104,4.09e-05,0.351,0.58,87.357
The Boy Is Mine,Brandy,20,2017,"genre:""Pop""",0.708,0.734,1,-5.505,0,0.037,0.328,0.000146,0.226,0.747,93.145
Mistake Like You,Sigrid,33,2022,"genre:""Pop""",0.328,0.501,8,-5.296,1,0.0332,0.269,0.0,0.155,0.118,117.309
Báilame - Remix,Nacho,0,2021,"genre:""Pop""",0.791,0.866,6,-4.236,1,0.0496,0.248,5.29e-06,0.0696,0.71,96.013
New York City Against Me,X35,0,2019,"genre:""Pop""",0.617,0.827,6,-3.73,1,0.05,0.000223,0.000101,0.0371,0.521,119.947
V Jiný Posteli,AJ Brix,22,2023,"genre:""Pop""",0.715,0.544,6,-5.771,0,0.0346,0.0314,0.00342,0.548,0.317,93.017
เกลียด,Tong Pukkaramai,4,2005,"genre:""Pop""",0.619,0.527,1,-8.13,0,0.0331,0.395,7.91e-05,0.105,0.435,147.834
Y Volvere,José Feliciano,5,2000,"genre:""Pop""",0.41,0.394,3,-14.582,0,0.0449,0.499,0.0,0.0997,0.532,77.532
Slayer (Slowed + Reverb),Bryce Savage,40,2023,"genre:""Pop""",0.499,0.503,1,-10.127,1,0.333,0.424,0.0,0.122,0.456,105.119
Milovanie v dazdi,Richard Muller,8,2008,"genre:""Pop""",0.454,0.494,9,-7.448,0,0.0287,0.199,0.876,0.104,0.141,64.08
Mirapolis - Johannes Brecht Remix,Rone,6,2018,"genre:""Pop""",0.705,0.524,5,-12.836,0,0.0415,0.0324,0.388,0.149,0.0805,121.984
Uusia alkuja,Elias Gould,3,2022,"genre:""Pop""",0.572,0.826,11,-5.392,1,0.0551,0.0811,0.0,0.367,0.681,140.008
Desire,Drew Seeley,4,2015,"genre:""Pop""",0.709,0.696,10,-9.844,0,0.0403,0.00739,0.00363,0.436,0.938,95.988
Femer Shqiptare - Nu Remix,Arta Bajrami,1,2005,"genre:""Pop""",0.679,0.813,5,-2.964,1,0.0369,0.166,0.0861,0.136,0.57,90.0
Sa Fii Fericit - Beni Barath Remix,Alina Eremia,17,2020,"genre:""Pop""",0.676,0.698,7,-6.682,1,0.298,0.649,0.00129,0.415,0.559,100.156
多想在平庸的生活拥抱你 - 伴奏版,隔壁老樊,8,2019,"genre:""Pop""",0.68,0.36,2,-8.083,0,0.0293,0.553,0.925,0.121,0.165,115.949
Slipstream,Armin van Buuren,13,2014,"genre:""Pop""",0.45,0.788,9,-13.636,1,0.04,0.00084,0.908,0.152,0.0462,134.978
Cool Water - 2008 Remaster,The Replacements,13,1987,"genre:""Pop""",0.434,0.392,0,-11.224,1,0.0567,0.699,2.86e-05,0.604,0.203,185.952
I Can't Lie,Christopher Bill,13,2017,"genre:""Pop""",0.726,0.855,0,-5.4,0,0.188,0.0672,0.0,0.168,0.653,99.994
Despacito,Luis Fonsi,4,2023,"genre:""Pop""",0.659,0.796,2,-4.81,1,0.137,0.209,0.0,0.055,0.826,178.002
The greatest Love of all,Shunza,10,2001,"genre:""Pop""",0.47,0.284,7,-10.574,1,0.0313,0.895,3.69e-06,0.111,0.31,126.638
Sweetwood,The Ozark Mountain Daredevils,5,1977,"genre:""Country""",0.401,0.321,7,-14.189,1,0.0343,0.551,0.000274,0.13,0.451,146.783
Do It For Me,O'Shea,0,2017,"genre:""Country""",0.575,0.428,6,-7.703,1,0.0401,0.79,0.0,0.103,0.472,138.055
Don't Touch Me,Jeannie Seely,3,2021,"genre:""Country""",0.325,0.389,9,-6.795,1,0.0295,0.445,0.0,0.302,0.197,86.969
Hold on to My Heart,Bad Company,22,1992,"genre:""Country""",0.414,0.641,7,-10.538,1,0.0349,0.0164,0.00119,0.0773,0.416,200.141
METAGIRL (feat. Nessy the Rilla) - Remix,Sammy Arriaga,28,2023,"genre:""Country""",0.687,0.572,6,-7.024,0,0.0583,0.177,0.0,0.102,0.35,85.993
Cold Beer,Colt Ford,2,2018,"genre:""Country""",0.493,0.812,7,-5.043,1,0.0578,0.0666,0.0,0.186,0.922,184.989
Away in a Manger,Cody Johnson,7,2023,"genre:""Country""",0.581,0.335,7,-8.281,1,0.0246,0.596,0.0,0.183,0.42,100.01
Uneasy Rider,The Charlie Daniels Band,13,2004,"genre:""Country""",0.715,0.731,7,-9.546,1,0.0486,0.302,0.0,0.111,0.759,105.007
You're A Big Boy Now,The Lovin' Spoonful,14,1967,"genre:""Country""",0.65,0.623,3,-6.769,0,0.0481,0.517,2.29e-06,0.0655,0.724,133.677
Dance Card,Sykamore,2,2018,"genre:""Country""",0.59,0.927,10,-3.476,0,0.0294,0.00127,7.36e-05,0.332,0.718,96.98
When Prayers Go Up,Jason Allen,1,2020,"genre:""Country""",0.651,0.516,0,-6.714,1,0.0351,0.368,4.47e-06,0.106,0.549,116.911
Pick Me Up on Your Way Down,Harlan Howard,4,1965,"genre:""Country""",0.561,0.36,2,-14.358,1,0.0289,0.767,0.0137,0.183,0.912,141.957
Meant to Be Me - Acoustic,Ward Thomas,4,2020,"genre:""Country""",0.665,0.434,2,-5.417,1,0.0519,0.562,0.0,0.0649,0.731,172.007
Dream Girl,Granger Smith,9,2006,"genre:""Country""",0.698,0.447,7,-9.318,1,0.0284,0.483,1.76e-05,0.0874,0.338,123.997
Rodeo Drifter,Dave Dudley,1,2022,"genre:""Country""",0.426,0.277,0,-15.839,1,0.0313,0.928,0.0273,0.0843,0.531,80.882
Whatever Happened To,Granger Smith,7,2006,"genre:""Country""",0.489,0.78,4,-5.813,1,0.0698,0.267,0.0,0.146,0.879,77.785
Open Your Eyes,The Doobie Brothers,6,2015,"genre:""Country""",0.762,0.472,10,-11.848,0,0.0538,0.607,0.00604,0.0442,0.915,77.502
"Gone, Gone, Gone",Robert Mizzell,29,2016,"genre:""Country""",0.605,0.753,6,-5.746,1,0.0282,0.119,0.000256,0.358,0.93,96.538
That's Love To Me,Kenny Rogers,24,2023,"genre:""Country""",0.408,0.411,10,-8.369,1,0.029,0.643,0.0,0.102,0.443,174.033
Maggie,Brendan Quinn,5,2013,"genre:""Country""",0.518,0.54,2,-8.399,1,0.0251,0.247,3.92e-05,0.122,0.684,76.692
All Night Talk Radio,John Mellencamp,19,2017,"genre:""Country""",0.676,0.639,6,-9.364,1,0.0326,0.381,6.66e-06,0.169,0.631,129.343
Every Road,Jeremy McComb,10,2022,"genre:""Country""",0.517,0.808,7,-5.694,1,0.0366,0.00325,1.51e-06,0.225,0.363,137.926
John Barleycorn (Must Die),Traffic,1,2006,"genre:""Country""",0.361,0.279,2,-10.203,1,0.03,0.806,9.39e-06,0.159,0.384,162.962
Slippin Away,Barbara Fairchild,0,2010,"genre:""Country""",0.742,0.101,0,-20.997,1,0.111,0.905,0.117,0.111,0.58,136.06
Rollin' In My Sweet Baby's Arms - Live,Leon Russell,0,2013,"genre:""Country""",0.372,0.799,4,-12.795,0,0.0887,0.753,2.89e-05,0.968,0.693,156.464
"My Baby Worships Me - Live In Raleigh, NC / 1987",Steve Earle,9,2008,"genre:""Country""",0.477,0.635,9,-10.859,1,0.0701,0.294,0.000219,0.271,0.689,144.899
(I'm) Going Home,Hank Williams,13,1998,"genre:""Country""",0.665,0.305,7,-9.927,1,0.0334,0.867,0.46,0.406,0.803,114.533
Not Until the Next Time,Seamus McGee,0,2013,"genre:""Country""",0.397,0.351,5,-12.843,1,0.0325,0.957,0.00448,0.392,0.623,111.585
Worth a Shot,Aaron Pritchett,2,2019,"genre:""Country""",0.576,0.857,8,-6.115,1,0.0536,0.00952,0.0,0.284,0.757,120.04
Mr. Wolf And Mamabear,Robert Earl Keen,4,2007,"genre:""Country""",0.593,0.645,5,-8.344,1,0.033,0.287,0.0,0.261,0.644,104.234
Seven Daffodils,Jonathan Edwards,0,2008,"genre:""Country""",0.406,0.394,1,-15.501,0,0.0384,0.815,0.0591,0.676,0.338,92.768
Au temps de la bonne chanson,Maxime Landry,12,2020,"genre:""Country""",0.337,0.814,2,-6.521,1,0.0674,0.649,0.0,0.121,0.42,117.161
Smoke 'Em If You Got 'Em,Dustin Huff,4,2016,"genre:""Country""",0.57,0.69,7,-6.655,1,0.0692,0.043,0.000515,0.206,0.684,152.003
Sainte Nuit,Roch Voisine,30,1999,"genre:""Country""",0.454,0.329,5,-8.56,1,0.0258,0.716,1.66e-06,0.106,0.191,93.896
You’ll Think Of Me,Keith Urban,58,2002,"genre:""Country""",0.581,0.49,2,-10.657,1,0.0355,0.366,7.51e-06,0.101,0.454,82.881
Alright Blue? / Country Hat (Reprise),Climax Blues Band,0,1970,"genre:""Country""",0.391,0.595,2,-10.563,1,0.0321,0.66,0.828,0.0672,0.653,111.235
Víc Než Sám Si Přizná,Pavel Bobek,1,1992,"genre:""Country""",0.624,0.404,7,-13.438,1,0.0384,0.547,2.35e-06,0.173,0.738,124.076
"Love, Me",Collin Raye,56,1991,"genre:""Country""",0.686,0.234,0,-12.646,1,0.0295,0.742,0.0,0.145,0.342,106.581
A Prayer On Your Lips Is Like Freedom In Your Hands,Lefty Frizzell,0,1966,"genre:""Country""",0.529,0.26,0,-14.201,1,0.0339,0.775,0.0108,0.13,0.575,103.968
Only When I Smile,Carl & Pearl Butler,1,1965,"genre:""Country""",0.68,0.374,10,-11.758,1,0.031,0.811,7.6e-05,0.11,0.829,126.74
Queen of the Silver Dollar,Suzanne Prentice,0,2013,"genre:""Country""",0.724,0.445,0,-13.798,1,0.035,0.386,0.0,0.0567,0.789,113.095
Can't Help Myself,Emily Hackett,8,2020,"genre:""Country""",0.414,0.643,2,-7.776,1,0.0388,0.0433,0.0,0.0887,0.486,163.663
She's A Solid Killer Diller,Tampa Red,0,1993,"genre:""Country""",0.557,0.234,7,-12.685,1,0.0539,0.989,0.0169,0.154,0.792,91.938
Jingle Jangle Jingle (I've Got Spurs) - Live,Lacy J. Dalton,0,2015,"genre:""Country""",0.657,0.616,9,-6.78,1,0.0678,0.643,0.0,0.577,0.563,83.658
All You Really Need Is Love,John McNicholl,5,2004,"genre:""Country""",0.74,0.717,2,-6.902,1,0.033,0.533,0.0,0.266,0.837,106.518
FTF,F.T.PRIM,0,2011,"genre:""Country""",0.825,0.447,7,-11.285,1,0.0682,0.781,0.00136,0.123,0.904,115.998
Me And Bobby McGee - Live,Willie Nelson,19,2020,"genre:""Country""",0.235,0.739,9,-9.126,1,0.0552,0.283,0.0218,0.974,0.402,168.256
Jambalaya,Drifting Cowboys,0,2011,"genre:""Country""",0.404,0.324,7,-16.345,1,0.0519,0.964,0.571,0.156,0.803,198.491
Ever The Dark,Rodney Crowell,20,2023,"genre:""Country""",0.521,0.688,0,-7.116,1,0.0426,0.288,0.0294,0.0887,0.784,167.697
A Wound Time Can't Erase,Claude Gray,1,2005,"genre:""Country""",0.673,0.201,11,-19.348,1,0.0341,0.539,0.402,0.109,0.269,109.385
Ya No Quiero Ná,Lola Indigo,0,2023,"genre:""Latin""",0.847,0.467,2,-7.178,1,0.171,0.12,7.6e-05,0.0803,0.367,129.004
Los Niños de Holanda,Conjunto Pro Musica De Rosario,4,1981,"genre:""Latin""",0.361,0.0435,7,-21.483,1,0.0526,0.994,0.0416,0.117,0.741,142.445
tqum,Sofía Reyes,4,2023,"genre:""Latin""",0.792,0.718,5,-5.032,0,0.0503,0.0917,0.0243,0.0774,0.522,132.06
Esta Noche De Luna,Osvaldo Pugliese,3,2003,"genre:""Latin""",0.431,0.26,10,-12.982,1,0.0447,0.894,0.0,0.316,0.321,107.412
Electric Noise,Oscar L,19,2019,"genre:""Latin""",0.766,0.882,4,-8.69,0,0.106,0.0366,0.923,0.103,0.201,126.027
Sin la Memoria,Yuridia,27,2015,"genre:""Latin""",0.739,0.932,10,-2.795,0,0.0415,0.0829,0.0,0.252,0.862,117.948
Cuando Sale El Sol,Tito Rodriguez,23,1963,"genre:""Latin""",0.598,0.859,10,-5.35,0,0.0579,0.763,2.83e-06,0.0779,0.888,105.531
Pa la Calle,Mexican Institute Of Sound,4,2018,"genre:""Latin""",0.821,0.905,1,-7.642,1,0.0962,0.0285,0.00261,0.06,0.963,109.964
Brasil Me,Angel Heredia,3,2017,"genre:""Latin""",0.738,0.856,4,-5.114,1,0.0534,0.00994,0.899,0.0875,0.173,125.004
Demonio,4x3,36,2019,"genre:""Latin""",0.729,0.538,2,-12.817,1,0.057,0.0177,0.0,0.169,0.622,119.979
Grab You Axe Max - Alternate,Stan Getz,6,2022,"genre:""Latin""",0.599,0.177,0,-15.44,1,0.0502,0.979,0.207,0.108,0.56,162.284
Driver,Andres Blows,31,2013,"genre:""Latin""",0.805,0.947,11,-5.19,0,0.0486,8.24e-05,0.838,0.374,0.886,127.012
Ojitos Chiquitos,Don Omar,1,2023,"genre:""Latin""",0.8,0.849,1,-3.245,0,0.241,0.0216,6.75e-05,0.187,0.804,170.211
La Calavera,Bersuit Vergarabat,27,2004,"genre:""Latin""",0.372,0.777,4,-3.488,0,0.0403,0.0011,0.0,0.108,0.207,172.038
Amén,Ricardo Montaner,44,2021,"genre:""Latin""",0.555,0.402,0,-8.443,1,0.0314,0.628,0.0,0.0457,0.167,91.998
Vuelan Palos - En Vivo,La Vela Puerca,32,2017,"genre:""Latin""",0.586,0.688,9,-7.02,0,0.0363,0.0819,0.000162,0.306,0.555,99.025
Laberintos,División Minúscula,33,2022,"genre:""Latin""",0.166,0.969,9,-5.107,0,0.07,0.00377,0.0,0.15,0.709,215.513
El Mismo Sol - Operación Triunfo 2017,Alfred García,13,2017,"genre:""Latin""",0.744,0.806,6,-5.972,0,0.0315,0.318,0.0,0.0815,0.891,113.024
No Es Normal,Dímelo Flow,35,2022,"genre:""Latin""",0.807,0.643,1,-4.605,1,0.0596,0.0429,0.0008,0.0183,0.718,164.021
Jump - Beat Pharmacy Remix,Sabo,1,2006,"genre:""Latin""",0.888,0.782,1,-11.889,1,0.0757,0.0675,0.765,0.603,0.968,120.013
Lago en el Cielo,Gustavo Cerati,36,2015,"genre:""Latin""",0.536,0.821,7,-5.608,1,0.0294,0.000106,0.00711,0.242,0.538,128.009
Jumping' with Symphony Sid,Hilton Ruiz,2,2007,"genre:""Latin""",0.398,0.537,2,-6.545,0,0.0287,0.764,0.398,0.33,0.586,164.963
Yo Tengo un Amigo,Grupo Nueva Vida,36,2014,"genre:""Latin""",0.684,0.694,2,-7.462,1,0.0266,0.442,0.0758,0.165,0.962,139.106
Flamingo,Guille Placencia,12,2021,"genre:""Latin""",0.804,0.753,11,-7.382,0,0.0719,0.00352,0.807,0.0819,0.584,128.002
Sálvame,RBD,0,2023,"genre:""Latin""",0.399,0.655,6,-6.262,1,0.0247,0.042,3.1e-06,0.067,0.252,74.241
Elena,Sebastian Yatra,47,2019,"genre:""Latin""",0.414,0.44,4,-8.705,1,0.26,0.302,0.0,0.322,0.478,171.873
Malecón,La BOA,4,2019,"genre:""Latin""",0.851,0.73,4,-9.614,0,0.094,0.0343,0.692,0.0328,0.538,120.002
Track F-1,Espectroplasma,1,2018,"genre:""Latin""",0.33,0.989,10,-5.803,1,0.0732,0.0173,0.697,0.375,0.454,182.672
Cosa Linda/Clara - En Vivo,No Te Va Gustar,36,2005,"genre:""Latin""",0.539,0.575,11,-8.412,0,0.0311,0.653,0.0027,0.251,0.48,87.781
El Panóptico,Shaila,9,2010,"genre:""Latin""",0.393,0.991,10,-2.866,1,0.0616,0.0012,0.0,0.234,0.634,169.98
La Gatita Carlota,Sari Cucien,6,2003,"genre:""Latin""",0.592,0.295,7,-13.455,0,0.0296,0.768,2.32e-06,0.205,0.558,135.186
