Track name,Artist,Popularity,Release year,Genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Bilbao - EXTLP Version,Modeselektor,7,2021,"genre:""Dance/Electronic""",0.584,0.512,11,-9.299,0,0.0433,0.205,0.868,0.102,0.0747,141.984
I lost my mind - Metronomy x Jessica Winter,Metronomy,30,2022,"genre:""Dance/Electronic""",0.623,0.872,9,-5.924,0,0.0256,0.00492,0.227,0.111,0.751,120.044
Delta Mk II,The Orb,0,1997,"genre:""Dance/Electronic""",0.578,0.686,5,-12.767,1,0.0576,0.565,0.542,0.224,0.189,89.814
You & Me - TR510,KC Lights,0,2020,"genre:""Dance/Electronic""",0.683,0.818,1,-8.974,0,0.0549,0.000864,0.525,0.314,0.728,123.025
The Queen of Hearts - Princess of Clubs Mix,The Orb,10,2020,"genre:""Dance/Electronic""",0.589,0.674,7,-13.388,1,0.0421,0.0438,0.762,0.0879,0.578,155.998
Inside World - Digitalism Remix,WhoMadeWho,0,2021,"genre:""Dance/Electronic""",0.684,0.579,7,-11.04,1,0.0683,0.0129,0.859,0.0729,0.218,128.998
The Diamond Sky,The Chemical Brothers,12,2019,"genre:""Dance/Electronic""",0.193,0.974,4,-4.237,1,0.0501,0.0242,0.757,0.0586,0.534,190.342
Beg,Clark,5,2008,"genre:""Dance/Electronic""",0.282,0.949,1,-5.199,1,0.16,0.0292,0.949,0.611,0.0848,139.964
Shimmering Edges,Lackluster,0,2022,"genre:""Dance/Electronic""",0.465,0.115,5,-22.932,0,0.0305,0.597,0.924,0.145,0.192,78.957
U8,Modeselektor,13,2021,"genre:""Dance/Electronic""",0.566,0.628,11,-14.322,0,0.0638,0.132,0.927,0.2,0.385,122.989
Tribulations - Tiga's Out of the Trance Closet Mix,LCD Soundsystem,0,2020,"genre:""Dance/Electronic""",0.678,0.865,6,-6.305,0,0.0318,0.000452,0.00477,0.0757,0.831,132.003
Forwardism,Rival Consoles,24,2020,"genre:""Dance/Electronic""",0.742,0.52,2,-10.85,0,0.0529,0.123,0.844,0.0889,0.0443,125.01
You Look So Fine,Garbage,36,1998,"genre:""Dance/Electronic""",0.561,0.632,4,-9.084,0,0.0238,0.139,0.0218,0.0803,0.368,103.944
Dead Man's Tetris,Flying Lotus,39,2014,"genre:""Dance/Electronic""",0.623,0.801,11,-4.11,0,0.0931,0.0149,0.003,0.593,0.217,119.096
Middle,DJ Snake,7,2021,"genre:""Dance/Electronic""",0.585,0.73,1,-4.038,0,0.0406,0.0171,0.0,0.0488,0.222,104.824
Under Fire,Django Django,18,2021,"genre:""Dance/Electronic""",0.679,0.753,5,-8.185,0,0.0297,0.121,0.114,0.0817,0.692,107.005
Answers,Andy Stott,18,2021,"genre:""Dance/Electronic""",0.719,0.628,8,-11.036,1,0.23,0.0725,0.716,0.146,0.263,133.825
Horse Power,The Chemical Brothers,30,2010,"genre:""Dance/Electronic""",0.586,0.967,1,-4.9,0,0.0602,0.000524,0.627,0.321,0.353,122.987
Chase,Cassius,21,1999,"genre:""Dance/Electronic""",0.709,0.348,6,-18.751,1,0.0658,1.9e-05,0.939,0.106,0.361,115.2
Kill For Love (Instrumental),Chromatics,5,2017,"genre:""Dance/Electronic""",0.58,0.894,11,-3.975,1,0.0323,0.000501,0.9,0.128,0.55,118.193
Fever Dream,Daniel Avery,3,2018,"genre:""Dance/Electronic""",0.626,0.947,1,-12.54,0,0.0667,0.307,0.868,0.105,0.0538,129.999
Happiness (Beyond the Wizards Sleeve Re-Animation),Goldfrapp,4,2008,"genre:""Dance/Electronic""",0.644,0.592,10,-8.977,0,0.0357,0.573,0.00173,0.0827,0.299,121.027
Leggiero,To Rococo Rot,0,1997,"genre:""Dance/Electronic""",0.681,0.424,4,-14.554,1,0.0704,0.859,0.903,0.0733,0.793,148.636
Arterial,Lusine,39,2014,"genre:""Dance/Electronic""",0.841,0.588,11,-11.024,1,0.0744,0.251,0.76,0.11,0.304,90.025
Dancing Box - Sleeparchive Remix,Modeselektor,3,2006,"genre:""Dance/Electronic""",0.734,0.805,7,-10.781,1,0.099,0.000296,0.884,0.393,0.0372,125.006
A Possibility,Basement Jaxx,14,2009,"genre:""Dance/Electronic""",0.626,0.412,9,-7.181,0,0.0268,0.409,0.000274,0.174,0.363,93.043
Hearts On Fire,Cut Copy,0,2023,"genre:""Dance/Electronic""",0.559,0.961,10,-3.986,0,0.0489,0.038,0.925,0.225,0.69,124.98
Breaking Up The Girl - Timo Maas Remix,Garbage,4,2007,"genre:""Dance/Electronic""",0.687,0.89,6,-3.673,0,0.0798,9.08e-05,0.231,0.0314,0.477,124.977
Got To Keep On - Riton Remix,The Chemical Brothers,0,2021,"genre:""Dance/Electronic""",0.771,0.884,6,-5.04,0,0.0591,0.0346,0.538,0.103,0.735,125.014
Amoeba,The Future Sound Of London,14,1994,"genre:""Dance/Electronic""",0.337,0.604,8,-22.821,0,0.0486,0.11,0.963,0.321,0.329,93.972
On A Crutch,Dino Felipe,0,2007,"genre:""Dance/Electronic""",0.551,0.474,1,-7.977,0,0.29,0.224,0.00152,0.117,0.238,85.967
Flygon,The Future Sound Of London,5,2012,"genre:""Dance/Electronic""",0.322,0.778,7,-14.998,0,0.164,0.3,0.962,0.125,0.0419,131.184
Chase H.Q. (Lackluster Remix),Lackluster,0,2022,"genre:""Dance/Electronic""",0.736,0.95,1,-9.274,1,0.0802,0.00617,0.877,0.0577,0.34,120.016
The Villagers,James Holden,34,2019,"genre:""Dance/Electronic""",0.209,0.122,1,-22.081,0,0.0348,0.953,0.96,0.0816,0.029,60.383
Ship,To Rococo Rot,1,2010,"genre:""Dance/Electronic""",0.539,0.648,10,-11.627,0,0.0265,0.0398,0.526,0.0924,0.35,107.982
Galvanize,The Chemical Brothers,1,2020,"genre:""Dance/Electronic""",0.746,0.715,7,-3.681,1,0.0752,0.0141,0.0227,0.363,0.363,104.003
Obfuse,Floating Points,22,2011,"genre:""Dance/Electronic""",0.765,0.663,6,-13.767,1,0.16,4.38e-05,0.783,0.0934,0.16,130.026
You're Pulling My Face Off,Clark,6,2020,"genre:""Dance/Electronic""",0.348,0.28,7,-10.22,1,0.0429,0.326,0.876,0.0774,0.0562,119.986
Dead Machine (feat. Stealing Sheep),Django Django,18,2023,"genre:""Dance/Electronic""",0.711,0.66,1,-7.967,1,0.0305,0.115,2.07e-06,0.361,0.656,101.992
Portland,Jay Sparrow,0,2008,"genre:""Indie""",0.447,0.578,0,-6.695,1,0.0283,0.694,0.0,0.0658,0.455,74.832
Town Crier,Mike Bones,0,2007,"genre:""Indie""",0.66,0.697,5,-10.526,1,0.04,0.565,0.923,0.0975,0.551,122.292
Provocados por Su Fuerza,La Experiencia de Toñito Cabanilla$$$,0,2022,"genre:""Indie""",0.236,0.962,6,-6.213,1,0.192,0.00205,0.0,0.34,0.621,192.056
States Revealed,Dignan Porch,0,2023,"genre:""Indie""",0.476,0.481,4,-13.599,1,0.0306,0.503,0.766,0.109,0.16,150.024
"That Moves the Sun, and All the Other Stars",Curtis Schweitzer,1,2018,"genre:""Indie""",0.325,0.247,4,-15.068,1,0.0336,0.982,0.942,0.117,0.0499,166.982
Die Wöt wird si weiterdrahn,Gnackwatschn,17,2019,"genre:""Indie""",0.534,0.966,0,-3.342,1,0.112,0.00278,1.02e-06,0.33,0.837,167.991
Campamento,Los Objetos Inanimados,0,2021,"genre:""Indie""",0.476,0.79,11,-7.421,1,0.0336,0.0567,0.391,0.837,0.535,110.09
Sittin' On Top of The World,Jack White,26,2003,"genre:""Indie""",0.565,0.234,7,-12.793,1,0.0323,0.939,0.0,0.103,0.614,85.969
Signs,Tesla,32,1995,"genre:""Indie""",0.336,0.828,7,-8.076,1,0.0429,0.125,0.0,0.99,0.509,161.993
My Bush Ain't Ur Business,The Menstrual Cramps,10,2017,"genre:""Indie""",0.691,0.916,0,-4.662,1,0.189,0.0854,0.0,0.189,0.85,160.041
Loneliness Shines,Malcolm Middleton,7,2005,"genre:""Indie""",0.535,0.891,0,-4.558,0,0.0654,0.00125,0.000129,0.0615,0.395,133.079
Tanking for Zion,Trouble Books,0,2019,"genre:""Indie""",0.354,0.0776,1,-19.827,0,0.0381,0.899,0.882,0.112,0.0391,91.908
Postcard,A Little Nothing,4,2013,"genre:""Indie""",0.452,0.722,1,-6.092,1,0.0408,0.681,0.325,0.128,0.698,152.17
Harold,Blanketman,1,2021,"genre:""Indie""",0.378,0.92,10,-3.382,1,0.0472,0.0039,0.0656,0.575,0.231,135.002
Rosa,Corazón Attack,4,2013,"genre:""Indie""",0.448,0.819,7,-3.47,1,0.038,0.777,0.00211,0.104,0.422,80.03
dissolve,Abby Siler,7,2021,"genre:""Indie""",0.367,0.178,0,-11.67,1,0.0329,0.95,0.0,0.121,0.38,88.466
No Van a Parar,Peces Raros,15,2018,"genre:""Indie""",0.623,0.741,5,-6.934,0,0.0462,0.00776,0.706,0.117,0.662,122.03
Heads Above (Robag Wruhme Remix),WhoMadeWho,12,2015,"genre:""Indie""",0.724,0.399,7,-10.627,1,0.0514,0.0253,0.381,0.0951,0.125,119.983
Mankepwot,Gesman,4,2018,"genre:""Indie""",0.616,0.576,6,-9.09,0,0.0359,0.335,0.0384,0.15,0.65,124.31
Surfer's Hymn,Panda Bear,6,2011,"genre:""Indie""",0.337,0.976,11,-6.195,1,0.412,0.441,0.043,0.939,0.0689,175.111
Tak Semua Bisa Dibeli,Nosstress,36,2023,"genre:""Indie""",0.713,0.256,10,-11.749,1,0.0321,0.926,4.37e-05,0.126,0.378,102.165
Discotecas,LUIS BREA,21,2015,"genre:""Indie""",0.537,0.97,8,-3.772,0,0.0938,0.000158,0.000506,0.0917,0.585,134.967
Smoov,carpetgarden,29,2021,"genre:""Indie""",0.828,0.487,11,-10.551,0,0.185,0.688,0.0,0.159,0.731,124.973
Morpho Menelaus,Tessa Ia,7,2020,"genre:""Indie""",0.541,0.672,4,-6.468,0,0.0321,0.118,0.0124,0.285,0.516,120.063
GIF_09 BYE,Guy Mandon,0,2020,"genre:""Indie""",0.597,0.703,4,-7.762,0,0.0303,0.031,0.839,0.212,0.164,109.91
Volverá,Hendrik Röver,0,2019,"genre:""Indie""",0.571,0.954,2,-3.021,1,0.0442,0.142,0.0011,0.272,0.961,124.878
Skitarg,ALVA,1,2021,"genre:""Indie""",0.639,0.694,10,-5.828,1,0.03,0.125,2.04e-06,0.104,0.322,130.98
Вечный двигатель,Марсу нужны любовники,0,2020,"genre:""Indie""",0.632,0.782,2,-9.498,0,0.0282,0.00315,0.0287,0.137,0.737,99.977
Violet,Brainstorm,0,2012,"genre:""Indie""",0.406,0.285,0,-8.952,1,0.0402,0.83,0.0008,0.0623,0.207,182.863
Superluv,Remate,0,2011,"genre:""Indie""",0.423,0.829,4,-5.168,0,0.0501,0.199,2.26e-06,0.367,0.21,145.608
Correspondència,Coherence,3,2023,"genre:""Indie""",0.334,0.97,11,-3.834,1,0.118,0.000786,0.154,0.213,0.258,174.933
Crack My Spine Like A Whip,The Tragically Hip,23,2021,"genre:""Indie""",0.391,0.939,9,-4.608,1,0.0739,0.000415,0.717,0.186,0.813,154.846
Visitor in the Present,Rotten Mind,12,2023,"genre:""Indie""",0.287,0.766,9,-5.74,0,0.0394,1.42e-05,0.000117,0.472,0.657,179.769
Launch Codes,69 Fingers,8,2020,"genre:""Indie""",0.304,0.72,7,-11.217,1,0.108,8.34e-05,0.616,0.147,0.77,190.847
Meu Jardim,Sérgio Pererê,4,2021,"genre:""Indie""",0.646,0.567,0,-9.564,1,0.0889,0.395,0.0,0.068,0.659,180.074
Backwards in Time,Sudden Lights,29,2023,"genre:""Indie""",0.557,0.741,7,-10.547,0,0.0312,0.0341,0.189,0.0773,0.842,128.012
Como Si Fuera Yo,Las Áñez,20,2023,"genre:""Indie""",0.723,0.406,0,-10.418,1,0.0862,0.708,0.000223,0.133,0.404,135.921
Hostage,Klangstof,27,2016,"genre:""Indie""",0.581,0.417,5,-10.239,1,0.0303,0.138,0.743,0.109,0.232,132.014
You & Me,Dany Laj and The Looks,0,2021,"genre:""Indie""",0.406,0.737,9,-5.388,1,0.0392,0.0544,0.00725,0.23,0.646,129.066
Please Come Home for Christmas,Drew Cooper,3,2021,"genre:""Indie""",0.426,0.776,4,-4.424,1,0.0303,0.0353,0.000581,0.0862,0.357,169.976
Long Long Day,Tom Williams,0,2022,"genre:""Indie""",0.493,0.291,11,-8.543,1,0.0744,0.833,0.000272,0.111,0.141,167.921
Where the City Meets the Sea,The Belafontes,1,2018,"genre:""Indie""",0.416,0.903,1,-3.475,1,0.0402,0.00353,0.000494,0.167,0.831,165.576
En Är För Mycket och Tusen Aldrig Nog,Dungen,6,2022,"genre:""Indie""",0.44,0.481,5,-16.742,1,0.0499,0.28,5.99e-05,0.358,0.578,100.504
Pinkman,Our Thing,4,2020,"genre:""Indie""",0.738,0.342,2,-10.224,1,0.0426,0.292,0.00298,0.0828,0.372,119.996
Santa Baby,Heidi Happy,15,2016,"genre:""Indie""",0.695,0.161,1,-13.936,1,0.0845,0.897,0.0,0.141,0.566,95.171
Suddenly,BØRNS,48,2023,"genre:""Indie""",0.344,0.438,7,-8.464,0,0.0275,0.469,0.00155,0.347,0.248,110.479
Escape,MonaraKudumbiya,9,2019,"genre:""Indie""",0.437,0.62,2,-7.25,0,0.0268,0.239,0.00451,0.189,0.258,140.014
Dehors,Émile Bilodeau,45,2016,"genre:""Indie""",0.537,0.309,3,-15.281,1,0.1,0.874,0.0,0.1,0.697,145.1
Hum Bom!,Ai Weiwei,4,2023,"genre:""Indie""",0.38,0.522,3,-9.598,1,0.0552,0.0902,0.0518,0.127,0.152,125.58
You Are The Word,Sandra McCracken,12,2020,"genre:""Indie""",0.295,0.351,1,-11.079,1,0.0386,0.641,0.00064,0.0818,0.112,84.739
Futo,Randy,15,2022,"genre:""Mood""",0.728,0.775,2,-1.125,1,0.294,0.233,0.0,0.0746,0.406,100.129
Off My Mind,Majik,17,2023,"genre:""Mood""",0.725,0.409,8,-8.861,0,0.119,0.75,3.45e-06,0.112,0.475,140.123
Obstruction (feat. Baker Ya Maker),HAARPER,31,2019,"genre:""Mood""",0.821,0.773,11,-5.544,1,0.0885,0.109,0.23,0.252,0.591,135.976
Pretend,Wiked,19,2022,"genre:""Mood""",0.812,0.348,0,-13.956,0,0.0476,0.828,4.51e-06,0.108,0.135,130.05
Wish Them Well,Randolph,11,2015,"genre:""Mood""",0.585,0.867,5,-3.872,0,0.195,0.0318,0.0,0.367,0.424,140.164
GIVE ME BRAIN,HAARPER,60,2022,"genre:""Mood""",0.817,0.564,7,-7.884,1,0.154,0.00414,0.011,0.48,0.687,159.979
BLACKOUT,Wiked,20,2023,"genre:""Mood""",0.882,0.719,6,-5.735,0,0.345,0.0689,0.0,0.0885,0.869,148.075
Attached,Zarina Vega,7,2021,"genre:""Mood""",0.652,0.565,1,-12.504,1,0.183,0.0126,0.00104,0.251,0.541,163.859
Intro,P Money,11,2016,"genre:""Mood""",0.451,0.871,5,-5.158,0,0.441,0.181,0.0,0.532,0.498,66.053
